id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-10847256-B2,System and computer program for healthcare information management in a multi-party healthcare network ,"Ranjit Notani, Greg Brady, Jeff Hook","Ranjit Notani, Greg Brady, Jeff Hook",2016-08-13,2017-08-14,2020-11-24,2020-11-24,https://patents.google.com/patent/US10847256B2/en,https://patentimages.storage.googleapis.com/ba/74/d4/435d41e9194fbc/US10847256-20201124-D00000.png
US-10818383-B2,Hospital matching of de-identified healthcare databases without obvious quasi-identifiers ,Koninklijke Philips N.V.,"Reza SHARIFI SEDEH, Yugang Jia, Daniel Robert ELGORT",2015-10-30,2016-10-17,2020-10-27,2020-10-27,https://patents.google.com/patent/US10818383B2/en,https://patentimages.storage.googleapis.com/0a/44/ce/0843c4742fe5fe/US10818383-20201027-D00000.png
US-10403391-B2,Automated mapping of service codes in healthcare systems ,"Cerner Health Services, Inc.","Faisal Farooq, Joseph M. Overhage, Glenn Fung, Shipeng Yu, R. Bharat Rao, Balaji Krishnapuram, Jan DeHaan",2012-09-28,2013-09-26,2019-09-03,2019-09-03,https://patents.google.com/patent/US10403391B2/en,https://patentimages.storage.googleapis.com/23/5b/0e/3a126bcfd6e538/US10403391-20190903-D00000.png
US-11087886-B1,Computing system for notifying persons of exposure to an infectious disease in a healthcare facility ,"Allscripts Software, Llc","Joshua Brown, Dave Windell",2018-11-16,2018-11-16,2021-08-10,2021-08-10,https://patents.google.com/patent/US11087886B1/en,https://patentimages.storage.googleapis.com/0d/07/22/8c926d00ab26a5/US11087886-20210810-D00000.png
US-10340038-B2,"Healthcare transaction validation via blockchain, systems and methods ","Nant Holdings Ip, Llc",Nicholas J. Witchey,2014-05-13,2015-05-13,2019-07-02,2019-07-02,https://patents.google.com/patent/US10340038B2/en,https://patentimages.storage.googleapis.com/ce/05/85/2e7a76993d0f52/US10340038-20190702-D00000.png
US-11158418-B2,Systems and methods for integrating communications in a healthcare network ,"4medica, Inc.","Adam Bess, Oleg BESS",2018-08-21,2018-08-21,2021-10-26,2021-10-26,https://patents.google.com/patent/US11158418B2/en,https://patentimages.storage.googleapis.com/ac/dd/18/2610d0dc785d7a/US11158418-20211026-D00000.png
US-10437960-B2,Healthcare facility management and information system ,"Sheldon Investment Group, Inc.","Daniel Sheldon, Sonne DeVries, Clare Cooke, Dennis Bednar, William BOCK, Randall Karlsen, Noel Wolbing, Saad Yusuf",2010-09-28,2015-08-26,2019-10-08,2019-10-08,https://patents.google.com/patent/US10437960B2/en,https://patentimages.storage.googleapis.com/af/17/56/71dc5bd63ef987/US10437960-20191008-D00000.png
US-10937553-B2,Systems and methods to organize the flow and processing of queued messages that have been received from healthcare entities ,"Redox, Inc.","Blake Rego, Brandon Palmer, Tanner Engbretson",2018-11-13,2018-11-13,2021-03-02,2021-03-02,https://patents.google.com/patent/US10937553B2/en,https://patentimages.storage.googleapis.com/3f/ea/fa/03217602b2cc4f/US10937553-20210302-D00000.png
US-10522249-B2,Multiple computer server system for organizing healthcare information ,Biopolicy Innovations Inc.,"Andrew Park, Drew Gutschmidt",2013-04-29,2015-08-20,2019-12-31,2019-12-31,https://patents.google.com/patent/US10522249B2/en,https://patentimages.storage.googleapis.com/3c/d4/0b/3cc2e5b372f9b2/US10522249-20191231-D00000.png
US-11250947-B2,Providing auxiliary information regarding healthcare procedure and system performance using augmented reality ,General Electric Company,"Lucas Jason Divine, Curtis Gibeaut, JR., Bryan Dickerson, Megan Wimmer",2017-02-24,2017-02-24,2022-02-15,2022-02-15,https://patents.google.com/patent/US11250947B2/en,https://patentimages.storage.googleapis.com/c3/a6/38/7c6eca6b975008/US11250947-20220215-D00000.png
US-11257587-B1,"Computer-based systems, improved computing components and/or improved computing objects configured for real time actionable data transformations to administer healthcare facilities and methods of use thereof ","The Feinstein Institutes For Medical Research, Inc.","John D'Angelo, Eric Cruzen",2019-05-16,2019-09-10,2022-02-22,2022-02-22,https://patents.google.com/patent/US11257587B1/en,https://patentimages.storage.googleapis.com/e6/d0/e9/33530f4679a8b9/US11257587-20220222-D00000.png
US-8494872-B2,Personalized electronic healthcare management ,International Business Machines Corporation,"Varun Bhagwan, Tyrone W. A. Grandison, Christan E. Grant, Bryan J. Hickerson, Kun Liu, Evimaria Terzi, Tarun Thakur",2010-02-04,2010-02-04,2013-07-23,2013-07-23,https://patents.google.com/patent/US8494872B2/en,https://patentimages.storage.googleapis.com/08/b1/b3/16093c80d24621/US08494872-20130723-D00000.png
US-8392209-B1,"Systems, methods, and apparatuses for barcoded service requests and responses associated with healthcare transactions ",Mckesson Specialty Arizona Inc.,"Brian Bertha, David Weinstein",2010-06-13,2010-06-13,2013-03-05,2013-03-05,https://patents.google.com/patent/US8392209B1/en,https://patentimages.storage.googleapis.com/4e/57/17/253b63f2c63e66/US08392209-20130305-D00000.png
US-10977254-B2,Healthcare provider search based on experience ,"Healthgrades Operating Company, Inc.","Michel Claussenelias, William N. Bell",2014-04-01,2015-03-31,2021-04-13,2021-04-13,https://patents.google.com/patent/US10977254B2/en,https://patentimages.storage.googleapis.com/be/0a/e9/17aef572d654ef/US10977254-20210413-D00000.png
US-10720232-B2,Distributed healthcare records management ,Accenture Global Solutions Limited,"Giuseppe Giordano, Emmanuel Viale, Luca SCHIATTI, Hugo Borne-Pons",2016-04-13,2016-04-13,2020-07-21,2020-07-21,https://patents.google.com/patent/US10720232B2/en,https://patentimages.storage.googleapis.com/07/c1/f9/430bf8bc8c3e17/US10720232-20200721-D00000.png
US-10726152-B1,Computing system that facilitates digital rights management for healthcare records ,"Allscripts Software, Llc","Ryan Durham, Stephen Anthony Canzano, Scott Alan Mueller, Jonathan Edward Blankenship",2018-03-02,2018-03-02,2020-07-28,2020-07-28,https://patents.google.com/patent/US10726152B1/en,https://patentimages.storage.googleapis.com/ce/4c/96/ceeb0f9f952693/US10726152-20200728-D00000.png
US-10909627-B2,Multiple computer server system for organizing healthcare information ,Biopolicy Innovations Inc.,"Andrew Park, Drew Gutschmidt",2013-04-29,2014-04-29,2021-02-02,2021-02-02,https://patents.google.com/patent/US10909627B2/en,https://patentimages.storage.googleapis.com/d3/8c/1e/54478e54b852c3/US10909627-20210202-D00000.png
US-11056219-B2,System and method for determining and indicating value of healthcare ,"Health Value Analytics, Inc.","George Fidone, G. Edward Powell, N. Edward White, Van Marshall, Mark Lane, Brett M. Rader, Justin Fidone",2016-06-08,2018-08-22,2021-07-06,2021-07-06,https://patents.google.com/patent/US11056219B2/en,https://patentimages.storage.googleapis.com/20/f2/c2/7c3fc3151c316b/US11056219-20210706-D00000.png
US-9619849-B2,Healthcare delivery system and method ,Eric Lee Rock,Eric Lee Rock,2013-03-26,2014-03-24,2017-04-11,2017-04-11,https://patents.google.com/patent/US9619849B2/en,https://patentimages.storage.googleapis.com/ac/80/9f/30e5d362c28ed8/US09619849-20170411-D00000.png
US-11126696-B1,Healthcare recommendation and prediction system ,"Evive Health, LLC",Prashant Srivastava,2014-06-26,2015-06-26,2021-09-21,2021-09-21,https://patents.google.com/patent/US11126696B1/en,https://patentimages.storage.googleapis.com/26/d4/67/25f088aa689b10/US11126696-20210921-D00000.png
US-10665335-B2,"Integrated system and method for the acquisition, processing and production of health care records and services ","Symplast Acquisition, Inc.","Shashidhar Kusuma, Munish K. Batra, Bhupesh Vasisht",2014-06-27,2018-08-30,2020-05-26,2020-05-26,https://patents.google.com/patent/US10665335B2/en,https://patentimages.storage.googleapis.com/fd/90/9b/d3eea059424702/US10665335-20200526-D00000.png
US-10318710-B2,System and method for identifying healthcare fraud ,Linda C. Veren,Linda C. Veren,2011-11-08,2012-11-19,2019-06-11,2019-06-11,https://patents.google.com/patent/US10318710B2/en,https://patentimages.storage.googleapis.com/40/cb/73/807cace2be5086/US10318710-20190611-D00000.png
US-10292653-B2,Mobile healthcare device and method of operating the same ,"Samsung Electronics Co., Ltd.","Kunsun EOM, Kak Namkoong, Yeolho LEE, Myounghoon JUNG, Seongho CHO",2014-10-23,2017-10-31,2019-05-21,2019-05-21,https://patents.google.com/patent/US10292653B2/en,https://patentimages.storage.googleapis.com/da/2b/8a/c6abc2e03904f0/US10292653-20190521-D00000.png
US-10319473-B2,Wearable system for healthcare management ,"Kali Care, Inc.","Sina Fateh, Navid Nick Afsarifard",2015-04-20,2016-04-13,2019-06-11,2019-06-11,https://patents.google.com/patent/US10319473B2/en,https://patentimages.storage.googleapis.com/0f/60/7b/648d94fca6a072/US10319473-20190611-D00000.png
US-10402927-B2,Evidence-based healthcare information management protocols ,Elwha Llc,"Roderick A. Hyde, Edward K. Y. Jung, Jordin T. Kare, Eric C. Leuthardt, Royce A. Levien, Richard T. Lord, Robert W. Lord, Mark A. Malamud, John D. Rinaldo, Jr., Dennis J. Rivet, Clarence T. Tegreene, Lowell L. Wood, JR.",2011-12-30,2012-01-09,2019-09-03,2019-09-03,https://patents.google.com/patent/US10402927B2/en,https://patentimages.storage.googleapis.com/c0/cc/4a/b9437fedc51f3b/US10402927-20190903-D00000.png
US-10354755-B2,Systems and methods for evaluating experience of a health care provider ,"MD Insider, Inc.","David Lee Norris, Susanne Beth Goldstein, Jay W. Calvert, Brian Patrick Conroy, Kingshuk Chatterjee",2013-09-10,2014-09-10,2019-07-16,2019-07-16,https://patents.google.com/patent/US10354755B2/en,https://patentimages.storage.googleapis.com/c4/e6/6b/936eedfc645c19/US10354755-20190716-D00000.png
US-10255337-B2,Health care information system and method for transforming health care data with a transformation pipeline ,"Change Healthcare Holdings, Llc","Chris Patterson, Arien Malec",2015-03-31,2015-03-31,2019-04-09,2019-04-09,https://patents.google.com/patent/US10255337B2/en,https://patentimages.storage.googleapis.com/e5/1f/f1/f8779cf3ad3320/US10255337-20190409-D00000.png
US-9633174-B2,"System, method and computer program product for providing a healthcare user interface and incentives ","Optum, Inc.",Matt Nichols,2014-02-14,2014-02-14,2017-04-25,2017-04-25,https://patents.google.com/patent/US9633174B2/en,https://patentimages.storage.googleapis.com/6d/e0/94/44aa42c0a3f974/US09633174-20170425-D00000.png
US-11107576-B2,Coordinating communications among healthcare providers ,"Imprivata, Inc.","David M. T. Ting, Eliot M. Rubinov, Mae-Ellen Gavin, Kyle Vernest, Roelf Kuitse",2014-04-07,2019-05-10,2021-08-31,2021-08-31,https://patents.google.com/patent/US11107576B2/en,https://patentimages.storage.googleapis.com/f3/9f/08/9e130c1cd308e4/US11107576-20210831-D00000.png
US-8984583-B2,Healthcare privacy breach prevention through integrated audit and access control ,Accenture Global Services Limited,"Rafae Bhatti, Paul D. Martin",2012-05-30,2013-03-13,2015-03-17,2015-03-17,https://patents.google.com/patent/US8984583B2/en,https://patentimages.storage.googleapis.com/8c/ea/b0/e5d3ddcab43256/US08984583-20150317-D00000.png
US-8700427-B1,Web-based system and method for healthcare cost management ,"Change Healthcare, Inc.","Christopher Andrew Parks, Robert Hendrick, Chris McIntyre, Matt Mueller, Michael L. Vucovich, Katrina Welty",2011-01-31,2012-01-19,2014-04-15,2014-04-15,https://patents.google.com/patent/US8700427B1/en,https://patentimages.storage.googleapis.com/63/bd/d8/d5fea9bbb3c8f7/US08700427-20140415-D00000.png
US-10528913-B2,Evidence-based healthcare information management protocols ,Elwha Llc,"Roderick A. Hyde, Edward K. Y. Jung, Jordin T. Kare, Eric C. Leuthardt, Royce A. Levien, Richard T. Lord, Robert W. Lord, Mark A. Malamud, John D. Rinaldo, Jr., Dennis J. Rivet, Clarence T. Tegreene, Lowell L. Wood, JR.",2011-12-30,2012-12-05,2020-01-07,2020-01-07,https://patents.google.com/patent/US10528913B2/en,https://patentimages.storage.googleapis.com/62/b7/21/47728f1cf16b22/US10528913-20200107-D00000.png
US-8521564-B1,Collaborative healthcare information collection ,"Samepage, Inc.",Paul S Ciechanowski,2010-03-03,2011-03-03,2013-08-27,2013-08-27,https://patents.google.com/patent/US8521564B1/en,https://patentimages.storage.googleapis.com/1e/09/b9/b243f1ad72e81b/US08521564-20130827-D00000.png
US-11295842-B2,System and method for monitoring progress of delivery of a patent-specific medication in a healthcare facility ,"Carefusion 303, Inc.","Thomas Utech, Cynthia Yamaga",2011-02-14,2019-04-05,2022-04-05,2022-04-05,https://patents.google.com/patent/US11295842B2/en,https://patentimages.storage.googleapis.com/f2/92/a6/49074dbb52073a/US11295842-20220405-D00000.png
US-9642967-B2,"Catheter monitor integration with patient support, hygiene and healthcare communication systems ","Hill-Rom Services, Inc.","David L. Ribble, Nicholas A. Mann, Brian L. Lawrence, Kirsten M. Emmons, Eric D. Agdeppa, Michael S. Hood, Robert M. Zerhusen, Joshua P. Lingenfelser, Steven A. Dixon, Ryan S. Severns",2014-11-18,2015-08-19,2017-05-09,2017-05-09,https://patents.google.com/patent/US9642967B2/en,https://patentimages.storage.googleapis.com/6e/c6/88/581aeab8534a73/US09642967-20170509-D00000.png
US-10318915-B2,Healthcare system for recording and monitoring transactions of system participants ,"Thuban, Inc.",Rana J. Arefieg,2012-09-26,2013-09-25,2019-06-11,2019-06-11,https://patents.google.com/patent/US10318915B2/en,https://patentimages.storage.googleapis.com/1c/d6/9e/2fbd266e0796bb/US10318915-20190611-D00000.png
US-10446274-B2,Open healthcare apparatus and method ,Electronics And Telecommunications Research Institute,"Young-Woong Han, Young-Won Kim, Myung-Eun Lim, Ho-Youl JUNG, Jae-Hun Choi, Dae-Hee Kim, Min-ho Kim, Seung-Hwan Kim",2014-11-25,2015-11-23,2019-10-15,2019-10-15,https://patents.google.com/patent/US10446274B2/en,https://patentimages.storage.googleapis.com/af/2e/63/180d22c7066af0/US10446274-20191015-D00000.png
US-9202066-B2,Integrated health care systems and methods ,"Betterpath, Inc.","Gary Mark Sinderbrand, Maxwell Shron, WILLIAM TATE CANTRELL, Jr.",2012-12-07,2012-12-07,2015-12-01,2015-12-01,https://patents.google.com/patent/US9202066B2/en,https://patentimages.storage.googleapis.com/81/38/69/74677f6cec38a9/US09202066-20151201-D00000.png
US-10910106-B2,Personalized health care wearable sensor system ,The Regents Of The University Of Colorado,"Robin DETERDING, Tam Vu",2015-11-23,2016-11-23,2021-02-02,2021-02-02,https://patents.google.com/patent/US10910106B2/en,https://patentimages.storage.googleapis.com/e0/88/fb/bcb837665bcf02/US10910106-20210202-D00000.png
US-10847265-B2,Systems and methods for responding to healthcare inquiries ,"Curai, Inc.","Anitha Kannan, Murali RAVURI, Vitor Rodrigues, Vignesh Venkataraman, Geoffrey TSO, Neal KHOSLA, Neil Hunt, Xavier Amatriain, Manish Chablani, David Sontag, Viraj Uday Prabhu",2018-04-06,2019-02-04,2020-11-24,2020-11-24,https://patents.google.com/patent/US10847265B2/en,https://patentimages.storage.googleapis.com/07/73/37/f3b39a1dca339c/US10847265-20201124-D00000.png
US-9875450-B1,System and method of automated healthcare assessments and event inferences ,"James Robert Hendrick, III, Jonathan Eddy Barnes, Andrew Thomas Johnson, James E. Anderson, III, Christopher Paul McIntyre","James Robert Hendrick, III, Jonathan Eddy Barnes, Andrew Thomas Johnson, James E. Anderson, III, Christopher Paul McIntyre",2012-08-29,2013-08-29,2018-01-23,2018-01-23,https://patents.google.com/patent/US9875450B1/en,https://patentimages.storage.googleapis.com/17/4c/67/c3a94d517ba9a9/US09875450-20180123-D00000.png
US-11071454-B2,Identification of device location in healthcare facility ,"Hill-Rom Services, Inc.","Dean Bostic, Ryan Hochworter, Eric P. Jensen",2018-12-28,2019-12-20,2021-07-27,2021-07-27,https://patents.google.com/patent/US11071454B2/en,https://patentimages.storage.googleapis.com/25/8a/f7/11ff5e7279a7a6/US11071454-20210727-D00000.png
US-10424031-B2,Healthcare information operation session and data transfer system ,"Cerner Innovation, Inc.",Robert A Neff,2012-09-27,2012-11-29,2019-09-24,2019-09-24,https://patents.google.com/patent/US10424031B2/en,https://patentimages.storage.googleapis.com/97/b5/ab/604b35a5923eca/US10424031-20190924-D00000.png
